21,Drs. H. A. HAFIDH ASROM, M.M.
22,ARIF NOOR HARTANTO, S.IP.
23,BACHRUL ULUM
24,Dr. Ir. BAMBANG SOEPIJANTO, M.M.
25,CHANG WENDRYANTO, S.H.
26,H. CHOLID MAHMUD, M.T.
27,Dr. FIDELIS INDRIARTO DIPONEGORO, S.Si., M.M.
28,GUSTI KANJENG RATU HEMAS
29,Dr. H. HILMY MUHAMMAD, M.A.
30,MUHAMMAD AFNAN HADIKUSUMO
31,YOHANES WIDI PRAPTOMO
