21,ABDUL KHARIS MA'MUN, S.H.
22,ABDUL RAUF TIKA
23,H. AHMAD KANEDI, S.H., M.H.
24,BARLIAN
25,H. ELFI HAMIDY MARAH SUDIN, S.H., M.H.
26,EMILIA PUSPITA, S.H.
27,Dra. ENI KHAIRANI, M.Si.
28,FATROLAZI, S.E.
29,Dr. Ir. HERMEN MALIK, M.Sc.
30,Hj. RIRI DAMAYANTI JOHN LATIEF, S.Psi.
31,SULTAN BACTIAR, S.Sos., M.Si.
