21,ALFIN, S.TP., M.H.
22,H. DHARMA SETIAWAN
23,HARDI SELAMAT HOOD
24,HARIPINTO TANUWIDJAJA
25,M. SYAHRIAL, S.E.
26,Ir. MUSTOFA WIDJAJA
27,RIA SAPTARIKA
28,Dr. RICHARD HAMONANGAN PASARIBU, B.Sc., M.Sc.
29,RIKI SYOLIHIN, S.Fil.I., M.Si.
30,SABAR PANDAPOTAN HASIBUAN, S.T., M.Hum
31,H. SUKHRI FARIAL, S.H.
32,H. SURYA MAKMUR NASUTION
